 time (ms), temperature (°C),brightness,brightness_median,contrast_rms,edge_density,sharpness
4370465,28.06,36.86532930107527,28.0,28.473023963772462,0.0,2.242573149668675
4414154,28.31,36.4732997311828,28.0,27.84874516002684,0.0,2.1652350683153405
4457839,28.5,36.98384408602151,29.0,27.8180908251894,0.0,2.125013388650422
4501566,28.75,35.58849462365591,28.0,27.59241518408331,0.0,2.2527486537009342
4545242,28.94,36.184368279569895,28.0,27.273773545134013,0.0,2.116243224243771
4588920,29.19,37.16170026881721,29.0,28.08255187760807,0.0599798387096774,2.2591263440860216
4632598,29.37,36.50755376344086,28.0,27.802485905230675,0.0565524193548387,2.371848114621272
4676292,29.63,36.395268817204304,28.0,27.83463576276896,0.0,2.189079143858755
4720019,29.81,37.35501344086021,28.0,28.186872332850648,0.0599798387096774,2.309435310259856
4763702,30.0,36.82483870967742,28.0,28.098847051420936,0.0,2.25964380704236
4807389,30.19,36.81238575268817,28.0,27.961500193990076,0.0,2.220248654784874
4851074,30.37,36.468440860215054,28.0,28.191502832904906,0.0,2.1508131102132477
4894771,30.56,35.86325268817204,28.0,28.247613309792907,0.0719758064516129,2.3999327955182683
4938448,30.75,37.04471102150538,28.0,28.123982841532108,0.0616935483870967,2.291847675625434
4982133,30.88,37.09849462365592,28.0,28.132697090455167,0.0634072580645161,2.5474865006070058
5025824,31.06,36.24877016129032,28.0,28.020053815548007,0.0,2.167150485424615
5069512,31.25,36.87327956989248,28.0,27.91952198841566,0.0736895161290322,2.3672109835223005
5113200,31.44,36.10006720430108,28.0,27.97592739189076,0.0,2.120994116191178
5156890,31.56,36.185806451612905,28.0,27.931043740919577,0.0,2.188239125187884
5200575,31.69,36.931693548387095,28.0,28.20542226206437,0.0719758064516129,2.303850565771694
5244262,31.87,35.5569623655914,28.0,26.10190214546608,0.0,2.0735886222395656
5287946,32.0,36.44097446236559,28.0,27.73065120017752,0.0,2.1491263325239904
5331636,32.13,36.5480376344086,28.0,27.60765592193513,0.0,2.1838507988188667
5375347,32.31,36.41797043010753,28.0,27.859037059468623,0.0428427419354838,2.2160886791464334
5419080,32.5,37.52354838709677,29.0,28.001361512411037,0.0,2.2181317115779287
5462765,32.56,37.14860887096774,29.0,28.026427717754604,0.0,2.214018729766447
5506456,32.75,37.34286290322581,29.0,27.53523107594951,0.0,2.2592943266110965
5550139,32.88,35.874469086021506,28.0,27.740419760613065,0.0496975806451612,2.0608803741310413
5593837,33.0,36.52145161290323,28.0,27.908610881476704,0.0,2.077997198917505
5637578,33.13,35.89124327956989,28.0,27.00232230529417,0.0325604838709677,2.201713455628902
5681272,33.25,36.10954301075269,28.0,27.502041279191328,0.0,2.1771369448418896
5724962,33.38,36.39417338709677,28.0,27.56656649571017,0.0,2.060658368019424
5768655,33.56,36.43430107526882,28.0,27.43016594087178,0.0,2.2073384623583654
5812340,33.63,36.77163306451613,28.0,27.58359348338712,0.0,2.286101734304544
5856024,33.75,36.10729166666667,28.0,28.010037334056754,0.0,2.191491839916465
5899709,33.88,37.52842741935484,29.0,27.65330967475413,0.0,2.113984888742557
5943395,34.0,36.41665322580645,28.0,27.66938891419765,0.0,2.1843547512718238
5987081,34.13,35.767782258064514,28.0,26.82295171860892,0.0,2.102244623655914
6030773,34.19,36.628373655913975,28.0,27.449218485656093,0.0,2.0774462060281533
