 time (ms), temperature (°C),brightness,brightness_median,contrast_rms,edge_density,sharpness
46042,33.81,37.57047043010753,28.0,27.51899137085184,0.0,2.039139622355185
89684,33.81,37.69002688172043,29.0,27.18625532312056,0.0,2.0582794743250674
133330,33.81,38.034274193548384,29.0,27.5690371458748,0.0,2.1007459059121723
176975,33.81,38.21518817204301,30.0,27.37337780271523,0.0,2.149757890905018
220622,33.81,38.04778225806452,29.0,27.441757515973567,0.0,2.048454149142964
264271,33.81,37.897573924731184,28.0,27.824838772512404,0.0,2.107520069832857
307920,33.69,38.73775537634408,30.0,27.751352370695827,0.0,2.1153762978379
351574,33.31,38.19982526881721,28.0,27.84800725427199,0.0,2.038360073418892
395228,32.56,39.10448924731183,30.0,27.922996000664224,0.0,2.1253830623030843
438927,31.19,38.75202284946237,29.0,28.030295976815243,0.0,2.216518764994508
482586,29.5,39.26129032258064,30.0,27.7991656185533,0.0,2.076196039823968
526234,27.75,39.74532258064516,30.0,28.60354195777772,0.0,2.133434129623005
569882,25.88,39.33110887096774,30.0,28.33014722721304,0.0,2.16101464832459
613531,24.0,37.83237903225807,28.0,28.294043266984108,0.0,2.1818211678644204
657320,22.37,39.33770161290322,30.0,28.09752319638121,0.0,2.167472955688518
700985,20.88,37.68075940860215,28.0,28.02779487782836,0.0,2.0742808586523727
744634,19.44,38.38009408602151,29.0,27.261463337914957,0.0,1.993481182073072
788290,18.12,38.643077956989245,29.0,27.878215117912216,0.0,2.072580638657648
831938,17.0,37.87468413978495,28.0,27.74804146861145,0.0,2.034919107519656
875585,15.94,37.48657930107527,28.0,27.59239990016149,0.0,2.0915319832856394
919232,14.94,40.70800403225807,30.0,28.34040393281741,0.0,2.237990337349332
962881,14.0,42.05122983870968,30.0,29.34213735734284,0.0,2.1243142124450807
1006534,13.25,44.069663978494624,32.0,30.81744089081916,0.0,2.2043676292056893
1050192,12.44,44.584825268817205,32.0,31.689557162705725,0.0,2.194824742022199
1093846,11.69,45.58925403225806,31.0,33.28888689498304,0.0,2.2240186950803564
1137500,11.0,46.51293010752688,32.0,34.35533260661646,0.0,2.224932586859752
1181169,10.44,46.11065860215054,31.0,33.9762472271661,0.0,2.224784295872355
1224823,10.0,46.38393817204301,31.0,34.26511141521726,0.0,2.224092624463449
1268480,9.69,46.46086693548387,32.0,34.08813155963403,0.0,2.197600793399165
1312145,9.44,46.55252688172043,32.0,34.68256253728237,0.0,2.1151409822938345
1355843,9.13,46.83022849462365,31.0,35.20771841088937,0.0,2.1813507149941462
1399509,8.94,46.73338037634409,31.0,35.10522578884744,0.0,2.195241894836108
1443161,8.75,46.87654569892473,31.0,35.05365569883904,0.0,2.2319958918209477
1486811,8.63,47.1490188172043,32.0,34.81177128122332,0.0,2.1506718217062666
1530465,8.56,47.16787634408602,31.0,35.79306963173358,0.0,2.273184995375188
1574162,8.44,47.55987231182796,31.0,35.60219753146872,0.0,2.168440612896
1617817,8.38,47.42213709677419,31.0,35.64055601512448,0.0,2.1437024778424525
1661473,8.31,46.23913978494624,30.0,34.92845726165679,0.0,2.1526946384246006
1705137,8.25,46.15465725806452,30.0,35.0552472826324,0.0,2.2622040402069605
1748794,8.25,46.86030241935484,30.0,34.906944566100314,0.0,2.175080604513527
1792449,8.25,46.677815860215055,31.0,34.853445199471224,0.0,2.2790388104387067
1836103,8.19,46.530772849462366,30.0,35.07725470522732,0.0,2.2072378930638656
1879777,8.13,45.98261424731183,29.0,35.07254252834075,0.0,2.1514509840371714
1923438,8.06,45.47948924731183,30.0,33.52716574287013,0.0,2.089878890623193
1967100,8.06,44.10260752688172,29.0,32.61777104316694,0.0,2.14434118901029
2010752,8.0,45.3194623655914,30.0,34.21751422617482,0.0,2.1240926801057203
2054410,8.0,45.17315860215054,29.0,34.5315498170176,0.0,2.214347343217063
2098083,8.0,45.90611559139785,30.0,34.32491947562505,0.0,2.20261417139084
2141741,8.0,47.18427419354839,31.0,35.72875366872621,0.0,2.223212278153545
2185404,8.19,47.05516129032258,30.0,35.84065703191505,0.0,2.2450066517353884
2229117,8.44,47.66610887096774,31.0,35.7090991204416,0.0,2.2895362573978923
2272769,8.88,46.48804435483871,30.0,35.939305796698,0.0,2.258971492323896
2316423,9.38,47.80632392473118,32.0,35.193967080722,0.0,2.212701608386808
2360079,9.88,45.86551747311828,30.0,34.68393715308588,0.0,2.1383936903381167
