 time (ms), temperature (°C),brightness,brightness_median,contrast_rms,edge_density,sharpness
46819,32.31,34.578326612903226,28.0,22.580870957987447,0.0,1.9622782156445104
90460,32.44,35.08454301075269,29.0,22.724564897730403,0.0,2.0611621364735084
134105,32.5,33.61251344086021,28.0,22.335359446085494,0.0,2.0623588510503383
177754,32.56,34.838756720430105,28.0,22.794440272251123,0.0,2.079153199791883
221404,32.63,34.53122311827957,28.0,22.6073483000527,0.0,2.038595239288863
265051,32.69,35.11301747311828,29.0,22.625719911488687,0.0,2.0835415300450197
308697,32.69,35.35588037634409,29.0,22.714132093002767,0.0,2.185692166318
352347,32.69,34.739072580645164,28.0,22.51834784042724,0.0308467741935483,2.122056421081916
396002,32.44,34.91778225806451,28.0,23.035237754686925,0.0565524193548387,2.1111760318660395
439654,31.81,35.09635752688172,29.0,22.74291547876668,0.0,2.062170562303084
483362,30.56,35.49616935483871,29.0,22.792958055922902,0.0,2.0782122338926468
527006,28.94,35.38046370967742,29.0,22.82429052472423,0.0445564516129032,2.062943363394612
570652,27.13,35.500201612903226,29.0,22.99451985816924,0.0,1.9924525663642476
614297,25.25,35.075564516129035,29.0,22.789673010332564,0.0,2.0749595645089025
657943,23.5,35.36370967741936,29.0,22.859261439296795,0.0,2.047365257363568
701648,21.69,34.93059811827957,28.0,22.793240881546225,0.0,2.159206804254828
745301,20.06,34.298272849462364,28.0,22.98260748951152,0.0,2.0612294480846773
788953,18.5,35.33153225806451,29.0,22.78941210526937,0.0,2.05483196535546
832605,17.12,35.68270161290322,29.0,23.003728524624464,0.0,2.0196164183991647
876255,15.81,35.23091397849463,29.0,23.05333749362012,0.0,2.0296366805411035
919904,14.69,35.20663978494623,29.0,23.065149407787896,0.0,2.0151003637974765
963550,13.62,35.07967741935484,29.0,22.93887555491548,0.0,2.004415119838637
1007209,12.63,35.33746639784946,29.0,23.109349851739825,0.0,2.0677408643701582
1050866,11.75,34.648004032258065,28.0,23.216078055742027,0.0,2.014454916708217
1094522,11.0,34.688655913978494,28.0,23.18452916962276,0.0,1.9803553596785035
1138180,10.31,34.46181451612903,28.0,23.03067073615081,0.0,2.062155610430035
1181847,9.75,34.899388440860214,28.0,23.19902533529622,0.0,2.066820553270248
1225498,9.31,34.765880376344086,28.0,22.86041693548446,0.0,2.0730975000270986
1269152,9.0,34.3850940860215,28.0,22.65032004727165,0.0,1.9768072786142183
1312813,8.75,34.60418010752688,28.0,23.02399621876141,0.0,2.0494079299268697
1356469,8.5,34.0391061827957,28.0,23.22998118410762,0.0,2.065779003352989
1400179,8.25,34.91907930107527,28.0,23.049739145811344,0.0,2.0781382500415506
1443829,8.06,34.61546370967742,28.0,23.08547322550972,0.0,1.9509262046190312
1487478,7.94,35.10842069892473,29.0,22.868121189250296,0.0,2.025079708636836
1531132,7.81,34.84502016129032,28.0,23.108257526845527,0.0,1.986725860603466
1574783,7.69,34.7497311827957,28.0,23.08058667171467,0.0,2.0196899236906005
1618526,7.56,34.29768817204301,28.0,23.01076472094198,0.0,1.9906973956526768
1662183,7.5,34.48017473118279,28.0,23.022598691440187,0.0,2.0041593066665944
1705834,7.5,34.384549731182794,28.0,23.24970353028577,0.0,2.0660471123829334
1749490,7.44,35.03706317204301,28.0,23.460672680287765,0.0,2.049865139756041
1793142,7.44,35.1297311827957,29.0,23.254971382776603,0.0,2.0297041160827844
1836790,7.44,34.95393817204301,28.0,23.377671817320213,0.0,2.0136690361602496
1880451,7.56,35.36961021505376,29.0,23.37929337510087,0.0,1.969038604490042
1924105,7.81,34.50987903225806,28.0,23.48684679341173,0.0,2.042640305915062
1967757,8.13,34.97480510752688,29.0,23.49775248694699,0.0,2.004777607553981
2011410,8.5,34.63790994623656,28.0,23.085397206460677,0.034274193548387,2.0280373453578444
2055065,9.0,34.62911290322581,28.0,23.06832643901439,0.0,1.967807983581917
2098734,9.5,34.530262096774194,28.0,23.111301774010258,0.0,1.9990382269174904
2142386,10.0,34.73220430107527,28.0,22.85845336636639,0.0,1.9725802954098743
2186043,10.44,35.11722446236559,29.0,22.94513943622927,0.0,2.019919093970401
2229700,11.0,34.13052419354839,28.0,22.939999015535022,0.0,2.0398778175222567
2273358,11.5,33.99617607526882,28.0,22.982399592356774,0.0,2.015092350994335
2317071,12.0,34.58628360215054,28.0,22.883606877897343,0.0,2.088379915624278
2360722,12.5,34.72020833333333,28.0,23.046453560814747,0.0,2.035187789773384
2404374,12.94,35.200295698924734,29.0,22.882527022235,0.0,2.0413774973533787
2448024,13.44,34.635793010752685,28.0,23.0026211348932,0.0,1.9404028267357492
2491676,13.88,34.34809811827957,28.0,23.109469874087125,0.0,2.05047702367145
2535370,14.31,33.97198252688172,28.0,21.915170979334334,0.0,2.016141429645045
2579048,14.75,34.71774193548387,28.0,22.77341421265474,0.0,1.961041370344476
2622704,15.19,34.19503360215054,28.0,22.47046552176879,0.0,1.9975801183662845
2666369,15.63,34.901149193548385,28.0,23.209081087279472,0.0,2.0083668180118366
2710032,16.06,34.93974462365591,28.0,23.157177663828936,0.0,2.017822500975547
2753688,16.44,35.48006720430107,29.0,23.232409648161763,0.0394153225806451,2.0595828995765406
2797356,16.81,35.44765456989247,29.0,23.13223154604918,0.0,2.0256179608914326
