 time (ms), temperature (°C),brightness,brightness_median,contrast_rms,edge_density,sharpness
3271886,17.25,44.890611559139785,28.0,34.80154262164862,0.0,2.181572571792981
3315459,17.69,45.20040994623656,29.0,35.21512827238524,0.0,2.1372243051490782
3359033,18.0,45.96129704301075,29.0,36.020673024606815,0.0,2.156122309614912
3402607,18.44,45.5588373655914,28.0,35.99721342251252,0.0,2.3194153189223474
3446181,18.81,44.27261424731183,28.0,35.0670686511432,0.0,2.115490515476861
3489772,19.12,44.20560483870968,28.0,34.809115390723555,0.0,2.088810455643354
3533350,19.5,44.91903225806452,28.0,34.969014942556264,0.0,2.15784268010572
3576975,19.87,45.5090188172043,29.0,35.23796560155261,0.0,2.082204248865476
3620543,20.19,45.162217741935486,29.0,35.02796179407549,0.0,2.1682929961194937
3664117,20.5,45.28279569892473,28.0,36.7508099132637,0.0,2.218346769677129
3707706,20.88,46.45793010752688,30.0,36.46817074430764,0.0,2.1734408600343964
3751280,21.12,45.11631720430108,28.0,36.54832038543161,0.0,2.12457651313555
3794854,21.44,45.779448924731184,29.0,36.19001692407912,0.0,2.2227217705352498
3838475,21.75,46.5364247311828,30.0,35.80765939887799,0.0,2.19790992993229
3882055,22.06,44.62381048387097,28.0,36.0826786401149,0.0,2.280288861022589
3925633,22.31,45.44120295698925,28.0,36.09326382367446,0.0,2.2044420134824123
3969212,22.62,45.34084677419355,28.0,36.12108044492551,0.0,2.246820982510623
4012786,22.87,45.959173387096776,29.0,35.94236734016884,0.0,2.1678696106034665
4099973,23.44,44.28756048387097,28.0,35.52375857388162,0.0,2.168675918052304
4143565,23.69,45.59729166666666,29.0,35.31891375368443,0.0,2.1506785484141955
4187168,23.94,45.21534274193549,29.0,35.0202889324474,0.0,2.1415456808590587
4230760,24.19,43.78485215053763,28.0,33.727518224684424,0.0,2.070826345124797
4274354,24.44,45.17961693548387,30.0,34.35799573346797,0.0,2.1204569673878484
4317940,24.69,44.22230510752688,28.0,33.76648356622903,0.0,2.097338683662852
4361531,24.87,44.22963037634408,28.0,34.646573551633566,0.0,2.157976959718971
4405136,25.12,44.05468413978495,28.0,34.8195936176547,0.0,2.1711088470758897
4448726,25.37,44.99084005376344,29.0,34.32272716779904,0.0,2.075409926319156
4492376,25.62,45.43086021505376,30.0,34.40783375124883,0.0,2.1507861988651147
4535965,25.81,44.113447580645165,28.0,34.58890075908332,0.0,2.189919350322292
4579560,26.06,44.05650537634408,28.0,34.27608622220946,0.0,2.2034340313457474
4623150,26.25,45.02729838709677,30.0,34.10938652954224,0.0,2.1763172041204184
4666740,26.5,44.56755376344086,29.0,33.78530122645295,0.0,2.129018791189733
4710330,26.69,43.59883064516129,28.0,34.056606557986846,0.0,2.1327150277488727
4754069,26.87,44.93530241935484,29.0,34.3259398837159,0.0,2.140100763048836
4797659,27.06,44.23264112903226,28.0,34.32075570150353,0.0,2.1593884397311105
4841245,27.25,44.10984543010753,28.0,34.08051322327951,0.0,2.2163575050222564
4884853,27.44,43.10183467741936,27.0,34.28120389050457,0.0,2.151216195107454
4928442,27.62,44.61110887096774,29.0,33.972400744511326,0.0,2.202580640644872
4972029,27.81,44.56289650537634,29.0,33.68475207752367,0.0,2.187002679319864
5015619,28.0,43.14939516129032,28.0,33.68523125557693,0.0,2.228575259965025
5059210,28.19,43.68338037634408,28.0,33.47045379960587,0.0,2.1935013339240803
5102820,28.38,44.06572580645161,29.0,33.322948234558986,0.0,2.1379971897040124
5146411,28.44,44.48625,29.0,33.18706407966548,0.0,2.145967741935484
5190007,28.69,43.803823924731184,29.0,32.91750894772927,0.0,2.185954169376517
5233600,28.81,42.69795698924731,28.0,33.052683282453685,0.0,2.164684123480677
5277193,29.0,43.41461021505376,29.0,32.6808264623471,0.0,2.178151861803026
5320783,29.12,43.41107526881721,29.0,32.42255509597175,0.0,2.2803559919770358
5407975,29.44,44.06157930107527,30.0,32.52562831012144,0.0,2.150638379030452
5451617,29.56,43.19403225806452,29.0,32.176693785847654,0.0,2.1753358993814307
5495210,29.69,42.88921370967742,29.0,31.91526548989292,0.0,2.164435404201352
5538804,29.87,43.51700940860215,30.0,31.703234222116595,0.0,2.2098789281997924
5582410,30.0,42.20100134408602,28.0,31.48381488644223,0.0,2.227883044598725
5626002,30.12,42.66131048387097,29.0,31.438603126764423,0.0,2.1879636814498062
5669595,30.19,41.69627016129032,28.0,31.47539019140519,0.0,2.1768480853548824
5756830,30.5,41.09483198924731,29.0,29.30085424203824,0.0,2.142150507103422
5800439,30.62,40.0017876344086,28.0,29.504550579001865,0.0,2.087997253295178
5844038,30.75,40.89447580645161,28.0,29.517247903291413,0.0,2.09419354766447
5887636,30.88,40.46934811827957,29.0,28.768087834724923,0.0,2.2314848244287635
5931231,30.94,40.56434139784946,29.0,28.730262742991005,0.0,2.1521235684761244
5974822,31.06,39.63469086021505,28.0,28.400083830826645,0.0,2.147197525319039
6018418,31.19,39.52079301075269,28.0,28.33384451623285,0.0,2.122365478487397
6192809,31.62,38.7910752688172,28.0,27.99731373298431,0.0,2.158460972321584
6236407,31.69,37.72040322580645,28.0,27.848326677955715,0.0,2.1377754107682247
