 time (ms), temperature (°C),brightness,brightness_median,contrast_rms,edge_density,sharpness
49665,33.88,33.61905241935484,27.0,24.81004785104028,0.0,2.051021035488207
398230,34.13,34.66816532258065,28.0,24.320066165077424,0.0,1.9471572544062183
485360,34.19,34.490315860215055,28.0,24.135248400570102,0.0,1.9244286947461409
572471,34.13,34.93844086021505,28.0,24.20697631691725,0.0,1.95268816048098
833833,31.44,34.84929435483871,28.0,24.472538293982744,0.0,1.9184811782792808
1138802,19.19,35.07625,28.0,24.417915056827564,0.0,1.9250268094577403
1225936,16.5,39.63458333333333,28.0,28.545527542904736,0.0,1.9742741919224769
1313100,14.25,40.281693548387096,29.0,28.47771088104462,0.0,2.0041127512935017
1356663,13.25,41.47793010752688,30.0,29.61665466169253,0.0,2.0479233317706527
1443812,11.56,41.953870967741935,30.0,30.117592937856887,0.0,1.9959072417602477
1487379,10.75,42.2865120967742,29.0,31.144755911142383,0.0,1.9711894608029108
1530938,10.06,42.76782258064516,30.0,31.58500230374635,0.0,1.981229828547737
1574500,9.5,42.31185483870968,29.0,31.891412987919253,0.0,2.003575265926697
1618063,9.19,43.032318548387096,29.0,32.67518640066008,0.0,1.984240553414774
1661630,8.94,42.4595564516129,28.0,32.65222236038585,0.0,2.033447575180295
1705200,8.63,43.36900537634408,29.0,32.85503805951903,0.0,2.013978464092669
1748771,8.44,43.25320564516129,29.0,33.09642203752854,0.0,1.9612432108751736
1792333,8.13,43.76308467741936,30.0,33.64325822638045,0.0,2.026068538225156
1923045,7.75,44.000504032258064,29.0,33.885699611883645,0.0,1.973138407935528
1966615,7.69,44.0803561827957,29.0,34.30184073922186,0.0,1.9379838621155632
2010184,7.56,44.13950940860215,29.0,34.27172912914164,0.0,2.068555064124104
2053788,7.5,44.39951612903226,28.0,34.39851029504849,0.0,2.0402150535827843
2097366,7.44,45.08624327956989,30.0,34.14549713697456,0.0,1.980194892066641
2140935,7.44,44.43094086021505,29.0,34.5319577274606,0.0,1.9827888787269488
2184498,7.37,42.78386424731183,28.0,33.28051634009442,0.0,2.050040316077003
2228065,7.37,42.912190860215055,28.0,33.302107351804324,0.0,1.9637633685975255
2271716,7.31,43.16286290322581,28.0,33.13684695640772,0.0,2.019831897789846
2358852,7.19,43.85823252688172,29.0,33.38102271532735,0.0,2.0406182795698924
2402425,7.12,43.263608870967744,29.0,33.33342885826732,0.0,2.0164582335656576
2445990,7.12,43.58384408602151,29.0,33.31524360902046,0.0,1.975840015780365
2489555,7.12,44.768346774193546,28.0,34.802745507322975,0.0,2.026720155328651
2533120,7.12,44.8367002688172,29.0,34.02336513139849,0.0,1.9712298364966327
2576707,7.12,43.04408602150538,28.0,33.152108789267025,0.0,2.0098654873395767
2620275,7.12,43.390625,28.0,33.7062520047268,0.0,2.045006719301003
2663847,7.12,43.131021505376346,29.0,33.41702869022631,0.0,1.972567152091282
2707421,7.12,43.54652553763441,29.0,33.502648136356946,0.0,1.96703628016064
2750988,7.0,43.75329973118279,29.0,33.42657927681815,0.0,1.9506047801768984
2794573,7.06,43.8941129032258,28.0,33.44033621705729,0.0,1.943810459979116
