 time (ms), temperature (°C),brightness,brightness_median,contrast_rms,edge_density,sharpness
52956,33.63,36.5401747311828,28.0,27.46051488822557,0.0,2.108884393968956
96509,33.75,36.96606182795699,28.0,27.90021469309705,0.0,1.9642674730731156
140066,33.81,36.88293682795699,28.0,27.642254971753456,0.0,2.018259339907431
183618,33.88,37.05450268817204,28.0,27.690010230293456,0.0,2.0597849417201406
227191,33.94,37.07482526881721,28.0,28.48358196403197,0.0,2.134831871775277
270751,33.94,38.3332123655914,28.0,28.542550139119456,0.0,2.1465254617134204
314309,33.94,38.74739247311828,28.0,29.674947911047536,0.0,2.129865555989132
357912,33.56,39.05095430107527,29.0,29.80783342058081,0.0,2.086431435308634
401467,32.63,39.24038306451613,28.0,30.10534424770154,0.0,2.106915309528197
445025,31.12,38.74405241935484,28.0,30.48338623358746,0.0,2.106001340427724
488583,29.37,38.990725806451614,28.0,30.330654407464287,0.0,2.103192187996806
532140,27.56,39.23733870967742,28.0,30.61562980924055,0.0,2.094610135384149
619411,23.81,37.93411962365592,28.0,29.9522683873894,0.0,2.097809099137183
662968,22.0,38.60109543010753,28.0,30.152688188332867,0.0,2.047526802050815
706540,20.44,45.19456317204301,29.0,34.49583095832622,0.0,2.1569892119031104
750098,18.94,47.04452956989248,31.0,36.00484537910584,0.0,2.0649731094273904
793654,17.62,46.34186827956989,30.0,35.84279343373208,0.0,2.070409940771693
837207,16.06,47.44046370967742,31.0,36.53342652718509,0.0,2.050907158296841
880769,15.19,47.13176075268817,30.0,37.1559340094527,0.0,2.153541463924659
924341,14.38,46.95218413978495,30.0,36.48664570017314,0.0,2.0402685563359926
967900,13.31,47.41364919354839,31.0,36.742877892134274,0.0,2.0578763135550355
1011462,12.56,46.3940188172043,29.0,37.19820194130776,0.0,2.0570765998507783
1055021,11.75,47.01832661290322,30.0,36.67461225829865,0.0,2.0905040285997663
1098578,10.38,46.33827284946236,29.0,36.88636320600526,0.0,2.038434040017271
1142139,9.94,47.15307123655914,30.0,37.02413286799092,0.0,2.0085349157055727
1185701,9.56,46.22340725806452,29.0,36.54472792248188,0.0,2.018111553674919
1229262,9.13,45.84743279569892,29.0,36.06490121423123,0.0,2.0383736557333214
1272875,8.88,47.7967002688172,30.0,37.980979161815576,0.0,2.073151702463796
1316434,8.63,46.91836021505377,29.0,37.86225194808046,0.0,2.119516056769569
1359991,8.56,47.58390456989248,30.0,38.06448727102399,0.0,2.044637078708521
1403564,8.25,47.557211021505374,30.0,37.96536683675736,0.0,2.0313170193085908
1447124,8.19,47.54329301075269,30.0,37.867357377396665,0.0,2.095503875041551
1490681,8.56,46.96064516129032,30.0,37.86816810327304,0.0,2.082916614456874
1534283,9.0,47.263037634408605,30.0,37.952021450386894,0.0,2.0652755047097213
1577851,9.44,47.70147177419355,30.0,37.82055999832061,0.0,2.038245951437666
1621429,9.94,46.724798387096776,29.0,37.75911451723967,0.0,2.0916263375823787
1664998,10.38,46.867076612903226,30.0,37.60769159528208,0.0,2.143360174406
1708560,10.88,46.90195564516129,30.0,37.62815991007882,0.0,2.038272741023168
1752121,11.44,46.35370967741935,30.0,36.9070608348064,0.0,2.0185214531665507
1795684,11.94,45.88987231182796,28.0,36.76189098254778,0.0,2.1046168975007946
1839248,12.37,46.1146370967742,29.0,36.93194996515234,0.0,2.066458289930556
1882811,12.94,46.83060483870968,30.0,36.54686491136037,0.0,2.067170660941655
1926382,13.44,46.34711021505376,29.0,36.33032052197982,0.0,1.9949658005531716
1969948,13.94,47.15656586021505,30.0,37.352216820139695,0.0,2.039811792548272
2013515,14.38,47.475638440860216,30.0,37.49750060571673,0.0,1.9901814414509624
